transaction_id,in_cycle,cycle_length,in_cycle_ge3,cycle_amount_ratio,cycle_time_span,fan_in,fan_out,dest_in_degree,src_out_degree,lap_in_recur,lap_in_payers,lap_out_recur,lap_out_payees
normal_1:90002491:3,0,0,0,,,2491,2,3391,2,1,1,0,0
normal_1:90002492:1,0,0,0,,,3806,0,4421,0,0,0,0,0
normal_1:90002492:2,0,0,0,,,2491,1,3392,1,3,3,0,0
normal_1:90002492:3,0,0,0,,,2492,2,3393,2,3,2,0,0
normal_1:4900001817:1,0,0,0,,,1720,0,3495,0,0,0,0,0
normal_1:4900001817:2,0,0,0,,,1623,1,3397,1,0,0,1,1
normal_1:4900001817:3,0,0,0,,,1721,2,3496,2,0,0,0,0
normal_1:4900001817:4,0,0,0,,,1624,2,3398,3,0,0,1,1
normal_1:4900001817:5,0,0,0,,,1721,2,3497,4,0,0,0,0
normal_1:4900001817:6,0,0,0,,,1624,2,3399,5,0,0,1,1
normal_1:4900001817:7,0,0,0,,,1721,2,3498,6,1,1,0,0
normal_1:4900001817:8,0,0,0,,,1624,2,3400,7,1,1,1,1
normal_1:90002493:1,0,0,0,,,3807,0,4422,0,1,1,0,0
normal_1:90002493:2,0,0,0,,,2492,1,3394,1,2,2,0,0
normal_1:90002493:3,0,0,0,,,2493,2,3395,2,1,1,0,0
normal_1:90002494:1,0,0,0,,,3808,0,4423,0,3,3,0,0
normal_1:90002494:2,0,0,0,,,2493,1,3396,1,3,3,1,1
normal_1:90002495:1,0,0,0,,,3809,0,4424,0,1,1,0,0
normal_1:90002495:2,0,0,0,,,2494,1,3397,1,2,2,1,1
normal_1:4900001818:1,0,0,0,,,1721,0,3499,0,1,1,0,0
normal_1:4900001818:2,0,0,0,,,1624,1,3401,1,1,1,1,1
normal_1:4900001818:3,0,0,0,,,1722,2,3500,2,1,1,0,0
normal_1:4900001818:4,0,0,0,,,1625,2,3402,3,1,1,1,1
normal_1:4900001818:5,0,0,0,,,1722,2,3501,4,1,1,0,0
normal_1:4900001818:6,0,0,0,,,1625,2,3403,5,1,1,1,1
normal_1:90002496:1,0,0,0,,,3810,0,4425,0,0,0,0,0
normal_1:90002496:2,0,0,0,,,2495,1,3398,1,2,2,1,1
normal_1:90002497:1,0,0,0,,,3811,0,4426,0,1,1,0,0
normal_1:90002497:2,0,0,0,,,2496,1,3399,1,3,3,1,1
normal_1:4900001819:1,0,0,0,,,1722,0,3502,0,0,0,0,0
normal_1:4900001819:2,0,0,0,,,1625,1,3404,1,0,0,1,1
normal_1:90002498:1,0,0,0,,,3812,0,4427,0,2,2,0,0
normal_1:90002498:2,0,0,0,,,2497,1,3400,1,5,5,1,1
normal_1:90002499:1,0,0,0,,,3813,0,4428,0,1,1,0,0
normal_1:90002499:2,0,0,0,,,2498,1,3401,1,1,1,1,1
normal_1:4900001820:1,0,0,0,,,1723,0,3503,0,2,2,0,0
normal_1:4900001820:2,0,0,0,,,1626,1,3405,1,2,2,1,1
normal_1:4900001820:3,0,0,0,,,1724,2,3504,2,0,0,0,0
normal_1:4900001820:4,0,0,0,,,1627,2,3406,3,0,0,1,1
normal_1:4900001820:5,0,0,0,,,1724,2,3505,4,0,0,0,0
normal_1:4900001820:6,0,0,0,,,1627,2,3407,5,0,0,1,1
normal_1:4900001820:7,0,0,0,,,1724,2,3506,6,1,1,0,0
normal_1:4900001820:8,0,0,0,,,1627,2,3408,7,1,1,1,1
normal_1:90002500:1,0,0,0,,,3814,0,4429,0,0,0,0,0
normal_1:90002500:2,0,0,0,,,2499,1,3402,1,3,3,0,0
normal_1:90002500:3,0,0,0,,,2500,2,3403,2,1,1,0,0
normal_1:90002500:4,0,0,0,,,2500,2,3404,3,0,0,0,0
normal_1:90002501:1,0,0,0,,,3815,0,4430,0,2,2,0,0
normal_1:90002501:2,0,0,0,,,2500,1,3405,1,6,6,1,1
normal_1:4900001821:1,0,0,0,,,1724,0,3507,0,0,0,0,0
normal_1:4900001821:2,0,0,0,,,1627,1,3409,1,0,0,1,1
normal_1:90002502:1,0,0,0,,,3816,0,4431,0,0,0,0,0
normal_1:90002502:2,0,0,0,,,2501,1,3406,1,0,0,1,1
normal_1:4900001822:1,0,0,0,,,1725,0,3508,0,0,0,0,0
normal_1:4900001822:2,0,0,0,,,1628,1,3410,1,0,0,1,1
normal_1:4900001822:3,0,0,0,,,1726,2,3509,2,1,1,0,0
normal_1:4900001822:4,0,0,0,,,1629,2,3411,3,1,1,1,1
normal_1:4900001822:5,0,0,0,,,1726,2,3510,4,2,2,0,0
normal_1:4900001822:6,0,0,0,,,1629,2,3412,5,2,2,1,1
normal_1:4900001822:7,0,0,0,,,1726,2,3511,6,3,3,0,0
normal_1:4900001822:8,0,0,0,,,1629,2,3413,7,3,3,1,1
normal_1:90002503:1,0,0,0,,,3817,0,4432,0,0,0,0,0
normal_1:90002503:2,0,0,0,,,2502,1,3407,1,1,1,1,1
normal_1:90002504:1,0,0,0,,,3818,0,4433,0,3,3,0,0
normal_1:90002504:2,0,0,0,,,2503,1,3408,1,2,2,1,1
normal_1:90002505:1,0,0,0,,,3819,0,4434,0,0,0,0,0
normal_1:90002505:2,0,0,0,,,2504,1,3409,1,0,0,1,1
normal_1:90002506:1,0,0,0,,,3820,0,4435,0,1,1,0,0
normal_1:90002506:2,0,0,0,,,2505,1,3410,1,4,4,1,1
normal_1:4900001823:1,0,0,0,,,1726,0,3512,0,0,0,0,0
normal_1:4900001823:2,0,0,0,,,1629,1,3414,1,0,0,1,1
normal_1:90002507:1,0,0,0,,,3821,0,4436,0,1,1,0,0
normal_1:90002507:2,0,0,0,,,2506,1,3411,1,2,2,1,1
normal_1:4900001824:1,0,0,0,,,1727,0,3513,0,1,1,0,0
normal_1:4900001824:2,0,0,0,,,1630,1,3415,1,1,1,1,1
normal_1:90002508:1,0,0,0,,,3822,0,4437,0,0,0,0,0
normal_1:90002508:2,0,0,0,,,2507,1,3412,1,0,0,1,1
normal_1:4900001825:1,0,0,0,,,1728,0,3514,0,0,0,0,0
normal_1:4900001825:2,0,0,0,,,1631,1,3416,1,0,0,1,1
normal_1:90002509:1,0,0,0,,,3823,0,4438,0,2,2,0,0
normal_1:90002509:2,0,0,0,,,2508,1,3413,1,4,4,1,1
normal_1:4900001826:1,0,0,0,,,1729,0,3515,0,0,0,0,0
normal_1:4900001826:2,0,0,0,,,1632,1,3417,1,0,0,1,1
normal_1:4900001827:1,0,0,0,,,1730,0,3516,0,0,0,0,0
normal_1:4900001827:2,0,0,0,,,1633,1,3418,1,0,0,1,1
normal_1:90002510:1,0,0,0,,,3824,0,4439,0,1,1,0,0
normal_1:90002510:2,0,0,0,,,2509,1,3414,1,2,2,1,1
normal_1:4900001828:1,0,0,0,,,1731,0,3517,0,2,2,0,0
normal_1:4900001828:2,0,0,0,,,1634,1,3419,1,2,2,1,1
normal_1:90002511:1,0,0,0,,,3825,0,4440,0,0,0,0,0
normal_1:90002511:2,0,0,0,,,2510,1,3415,1,1,1,1,1
normal_1:90002512:1,0,0,0,,,3826,0,4441,0,0,0,0,0
normal_1:90002512:2,0,0,0,,,2511,1,3416,1,1,1,1,1
normal_1:4900001829:1,0,0,0,,,1732,0,3518,0,0,0,0,0
normal_1:4900001829:2,0,0,0,,,1635,1,3420,1,0,0,1,1
normal_1:90002513:1,0,0,0,,,3827,0,4442,0,3,3,0,0
normal_1:90002513:2,0,0,0,,,2512,1,3417,1,3,3,1,1
normal_1:4900001830:1,0,0,0,,,1733,0,3519,0,1,1,0,0
normal_1:4900001830:2,0,0,0,,,1636,1,3421,1,1,1,1,1
normal_1:90002514:1,0,0,0,,,3828,0,4443,0,2,2,0,0
normal_1:90002514:2,0,0,0,,,2513,1,3418,1,2,2,1,1
normal_1:4900001831:1,0,0,0,,,1734,0,3520,0,3,3,0,0
normal_1:4900001831:2,0,0,0,,,1637,1,3422,1,3,3,1,1
normal_1:90002515:1,0,0,0,,,3829,0,4444,0,1,1,0,0
normal_1:90002515:2,0,0,0,,,2514,1,3419,1,1,1,1,1
normal_1:4900001832:1,0,0,0,,,1735,0,3521,0,0,0,0,0
normal_1:4900001832:2,0,0,0,,,1638,1,3423,1,0,0,1,1
normal_1:90002516:1,0,0,0,,,3830,0,4445,0,2,2,0,0
normal_1:90002516:2,0,0,0,,,2515,1,3420,1,2,2,1,1
normal_1:4900001833:1,0,0,0,,,1736,0,3522,0,0,0,0,0
normal_1:4900001833:2,0,0,0,,,1639,1,3424,1,0,0,1,1
normal_1:4900001833:3,0,0,0,,,1737,2,3523,2,1,1,0,0
normal_1:4900001833:4,0,0,0,,,1640,2,3425,3,1,1,1,1
normal_1:4900001833:5,0,0,0,,,1737,2,3524,4,0,0,0,0
normal_1:4900001833:6,0,0,0,,,1640,2,3426,5,0,0,1,1
normal_1:90002517:1,0,0,0,,,3831,0,4446,0,0,0,0,0
normal_1:90002517:2,0,0,0,,,2516,1,3421,1,3,3,0,0
normal_1:90002517:3,0,0,0,,,2517,2,3422,2,2,2,0,0
normal_1:90002518:1,0,0,0,,,3832,0,4447,0,0,0,0,0
normal_1:90002518:2,0,0,0,,,2517,1,3423,1,0,0,1,1
normal_1:4900001834:1,0,0,0,,,1737,0,3525,0,1,1,0,0
normal_1:4900001834:2,0,0,0,,,1640,1,3427,1,1,1,1,1
normal_1:4900001834:3,0,0,0,,,1738,2,3526,2,1,1,0,0
normal_1:4900001834:4,0,0,0,,,1641,2,3428,3,1,1,1,1
normal_1:4900001834:5,0,0,0,,,1738,2,3527,4,3,3,0,0
normal_1:4900001834:6,0,0,0,,,1641,2,3429,5,3,3,1,1
normal_1:90002519:1,0,0,0,,,3833,0,4448,0,1,1,0,0
normal_1:90002519:2,0,0,0,,,2518,1,3424,1,2,2,1,1
normal_1:90002520:1,0,0,0,,,3834,0,4449,0,0,0,0,0
normal_1:90002520:2,0,0,0,,,2519,1,3425,1,1,1,0,0
normal_1:90002520:3,0,0,0,,,2520,2,3426,2,3,3,0,0
normal_1:1400001315:1,0,0,0,,,1492,0,2107,0,0,0,0,0
normal_1:1400001315:2,0,0,0,,,3835,1,4450,1,2,2,1,1
normal_1:1400001315:3,0,0,0,,,1493,2,2108,2,0,0,0,0
normal_1:1400001315:4,0,0,0,,,3836,2,4451,3,0,0,1,1
normal_1:1400001316:1,0,0,0,,,1493,0,2109,0,2,2,0,0
normal_1:1400001316:2,0,0,0,,,3836,1,4452,1,2,2,1,1
normal_1:1400001316:3,0,0,0,,,1494,2,2110,2,0,0,0,0
normal_1:1400001316:4,0,0,0,,,3837,2,4453,3,0,0,1,1
normal_1:1400001317:1,0,0,0,,,1494,0,2111,0,1,1,0,0
normal_1:1400001317:2,0,0,0,,,3837,1,4454,1,2,2,1,1
normal_1:1400001318:1,0,0,0,,,1495,0,2112,0,1,1,0,0
normal_1:1400001318:2,0,0,0,,,3838,1,4455,1,3,3,1,1
normal_1:1400001319:1,0,0,0,,,1496,0,2113,0,1,1,0,0
normal_1:1400001319:2,0,0,0,,,3839,1,4456,1,1,1,1,1
normal_1:1400001319:3,0,0,0,,,1497,2,2114,2,1,1,0,0
normal_1:1400001319:4,0,0,0,,,3840,2,4457,3,0,0,1,1
normal_1:1400001320:1,0,0,0,,,1497,0,2115,0,0,0,0,0
normal_1:1400001320:2,0,0,0,,,3840,1,4458,1,0,0,1,1
normal_1:1400001320:3,0,0,0,,,1498,2,2116,2,2,2,0,0
normal_1:1400001320:4,0,0,0,,,3841,2,4459,3,3,3,1,1
normal_1:1400001320:5,0,0,0,,,1498,2,2117,4,1,1,0,0
normal_1:1400001320:6,0,0,0,,,3841,2,4460,5,4,4,1,1
normal_1:1400001321:1,0,0,0,,,1498,0,2118,0,1,1,0,0
normal_1:1400001321:2,0,0,0,,,3841,1,4461,1,1,1,1,1
normal_1:1400001322:1,0,0,0,,,1499,0,2119,0,1,1,0,0
normal_1:1400001322:2,0,0,0,,,3842,1,4462,1,2,2,1,1
normal_1:1400001322:3,0,0,0,,,1500,2,2120,2,1,1,0,0
normal_1:1400001322:4,0,0,0,,,3843,2,4463,3,1,1,1,1
normal_1:1400001322:5,0,0,0,,,1500,2,2121,4,3,3,2,2
normal_1:1400001322:6,0,0,0,,,3843,2,4464,5,3,3,3,2
normal_1:1400001322:7,0,0,0,,,1500,2,2122,6,2,2,2,2
normal_1:1400001322:8,0,0,0,,,3843,2,4465,7,3,3,3,2
normal_1:1400001323:1,0,0,0,,,1500,0,2123,0,2,2,0,0
normal_1:1400001323:2,0,0,0,,,3843,1,4466,1,1,1,1,1
normal_1:1400001323:3,0,0,0,,,1501,2,2124,2,0,0,0,0
normal_1:1400001323:4,0,0,0,,,3844,2,4467,3,1,1,1,1
normal_1:1400001323:5,0,0,0,,,1501,2,2125,4,2,2,0,0
normal_1:1400001323:6,0,0,0,,,3844,2,4468,5,1,1,1,1
normal_1:1400001323:7,0,0,0,,,1501,2,2126,6,2,2,0,0
normal_1:1400001323:8,0,0,0,,,3844,2,4469,7,2,2,1,1
normal_1:1400001324:1,0,0,0,,,1501,0,2127,0,1,1,0,0
normal_1:1400001324:2,0,0,0,,,3844,1,4470,1,1,1,1,1
normal_1:1400001325:1,0,0,0,,,1502,0,2128,0,0,0,0,0
normal_1:1400001325:2,0,0,0,,,3845,1,4471,1,0,0,1,1
normal_1:1400001325:3,0,0,0,,,1503,2,2129,2,3,3,0,0
normal_1:1400001325:4,0,0,0,,,3846,2,4472,3,3,3,1,1
normal_1:1400001326:1,0,0,0,,,1503,0,2130,0,2,2,0,0
normal_1:1400001326:2,0,0,0,,,3846,1,4473,1,2,2,1,1
normal_1:1400001327:1,0,0,0,,,1504,0,2131,0,1,1,0,0
normal_1:1400001327:2,0,0,0,,,3847,1,4474,1,1,1,1,1
normal_1:1400001327:3,0,0,0,,,1505,2,2132,2,0,0,0,0
normal_1:1400001327:4,0,0,0,,,3848,2,4475,3,0,0,1,1
normal_1:1400001327:5,0,0,0,,,1505,2,2133,4,5,4,0,0
normal_1:1400001327:6,0,0,0,,,3848,2,4476,5,5,4,1,1
normal_1:1400001328:1,0,0,0,,,1505,0,2134,0,0,0,0,0
normal_1:1400001328:2,0,0,0,,,3848,1,4477,1,0,0,1,1
normal_1:1400001329:1,0,0,0,,,1506,0,2135,0,2,2,0,0
normal_1:1400001329:2,0,0,0,,,3849,1,4478,1,2,2,1,1
normal_1:1400001329:3,0,0,0,,,1507,2,2136,2,2,2,0,0
normal_1:1400001329:4,0,0,0,,,3850,2,4479,3,2,2,1,1
normal_1:1400001329:5,0,0,0,,,1507,2,2137,4,0,0,0,0
normal_1:1400001329:6,0,0,0,,,3850,2,4480,5,0,0,1,1
normal_1:1400001329:7,0,0,0,,,1507,2,2138,6,1,1,2,2
normal_1:1400001329:8,0,0,0,,,3850,2,4481,7,1,1,3,2
normal_1:1400001330:1,0,0,0,,,1507,0,2139,0,2,2,0,0
normal_1:1400001330:2,0,0,0,,,3850,1,4482,1,2,2,1,1
normal_1:1400001331:1,0,0,0,,,1508,0,2140,0,2,2,0,0
normal_1:1400001331:2,0,0,0,,,3851,1,4483,1,2,2,1,1
normal_1:1400001331:3,0,0,0,,,1509,2,2141,2,1,1,0,0
normal_1:1400001331:4,0,0,0,,,3852,2,4484,3,1,1,1,1
normal_1:1400001331:5,0,0,0,,,1509,2,2142,4,3,3,2,2
normal_1:1400001331:6,0,0,0,,,3852,2,4485,5,3,3,3,2
normal_1:1400001332:1,0,0,0,,,1509,0,2143,0,0,0,0,0
normal_1:1400001332:2,0,0,0,,,3852,1,4486,1,0,0,1,1
normal_1:1400001332:3,0,0,0,,,1510,2,2144,2,3,3,0,0
normal_1:1400001332:4,0,0,0,,,3853,2,4487,3,3,3,1,1
normal_1:1400001333:1,0,0,0,,,1510,0,2145,0,0,0,0,0
normal_1:1400001333:2,0,0,0,,,3853,1,4488,1,0,0,1,1
normal_1:1400001333:3,0,0,0,,,1511,2,2146,2,3,3,0,0
normal_1:1400001333:4,0,0,0,,,3854,2,4489,3,3,3,1,1
normal_1:1400001334:1,0,0,0,,,1511,0,2147,0,1,1,0,0
normal_1:1400001334:2,0,0,0,,,3854,1,4490,1,1,1,1,1
normal_1:1400001335:1,0,0,0,,,1512,0,2148,0,2,2,0,0
normal_1:1400001335:2,0,0,0,,,3855,1,4491,1,2,2,1,1
normal_1:5000000069:1,0,0,0,,,166,0,752,0,0,0,0,0
normal_1:5000000069:2,0,0,0,,,138,1,514,1,0,0,1,1
normal_1:5000000069:3,0,0,0,,,167,2,753,2,0,0,0,0
normal_1:5000000069:4,0,0,0,,,139,2,515,3,0,0,1,1
normal_1:5100000069:1,0,0,0,,,127,0,127,0,0,0,0,0
normal_1:5100000069:2,0,0,0,,,139,1,516,1,1,1,0,0
normal_1:5100000069:3,0,0,0,,,140,2,517,2,1,1,0,0
normal_1:4900001835:1,0,0,0,,,1738,0,3528,0,0,0,0,0
normal_1:4900001835:2,0,0,0,,,97,1,98,1,0,0,1,1
normal_1:4900001836:1,0,0,0,,,167,0,754,0,2,2,0,0
normal_1:4900001836:2,0,0,0,,,97,1,495,1,2,2,1,1
normal_1:4900001836:3,0,0,0,,,168,2,755,2,1,1,0,0
normal_1:4900001836:4,0,0,0,,,98,2,496,3,1,1,1,1
normal_1:4900001836:5,0,0,0,,,168,2,756,4,0,0,0,0
normal_1:4900001836:6,0,0,0,,,98,2,497,5,0,0,1,1
normal_1:4900001836:7,0,0,0,,,168,2,757,6,1,1,0,0
normal_1:4900001836:8,0,0,0,,,98,2,498,7,0,0,1,1
normal_1:4900001836:9,0,0,0,,,168,2,758,8,0,0,0,0
normal_1:4900001836:10,0,0,0,,,98,2,499,9,1,1,1,1
normal_1:4900001836:11,0,0,0,,,168,2,759,10,0,0,0,0
normal_1:4900001836:12,0,0,0,,,98,2,500,11,0,0,1,1
normal_1:4900001836:13,0,0,0,,,168,2,760,12,0,0,0,0
normal_1:4900001836:14,0,0,0,,,98,2,501,13,0,0,1,1
normal_1:5000000070:1,0,0,0,,,168,0,761,0,0,0,0,0
normal_1:5000000070:2,0,0,0,,,140,1,518,1,0,0,1,1
normal_1:5000000070:3,0,0,0,,,169,2,762,2,0,0,0,0
normal_1:5000000070:4,0,0,0,,,141,2,519,3,0,0,1,1
normal_1:5000000070:5,0,0,0,,,169,2,763,4,0,0,0,0
normal_1:5000000070:6,0,0,0,,,141,2,520,5,0,0,1,1
normal_1:5000000070:7,0,0,0,,,169,2,764,6,0,0,0,0
normal_1:5000000070:8,0,0,0,,,141,2,521,7,0,0,1,1
normal_1:5000000070:9,0,0,0,,,169,2,765,8,0,0,0,0
normal_1:5000000070:10,0,0,0,,,141,2,522,9,2,2,1,1
normal_1:1400001336:1,0,0,0,,,1513,0,2149,0,3,3,0,0
normal_1:1400001336:2,0,0,0,,,3856,1,4492,1,3,3,1,1
normal_1:5100000070:1,0,0,0,,,128,0,128,0,0,0,0,0
normal_1:5100000070:2,0,0,0,,,141,1,523,1,1,1,0,0
normal_1:5100000070:3,0,0,0,,,142,2,524,2,1,1,0,0
normal_1:5100000070:4,0,0,0,,,142,2,525,3,1,1,0,0
normal_1:5100000070:5,0,0,0,,,142,2,526,4,1,1,0,0
normal_1:5100000070:6,0,0,0,,,142,2,527,5,2,2,0,0
normal_1:1400001337:1,0,0,0,,,1514,0,2150,0,0,0,0,0
normal_1:1400001337:2,0,0,0,,,3857,1,4493,1,0,0,1,1
normal_1:4900001837:1,0,0,0,,,1739,0,3529,0,0,0,0,0
normal_1:4900001837:2,0,0,0,,,98,1,99,1,0,0,1,1
normal_1:4900001838:1,0,0,0,,,169,0,766,0,0,0,0,0
normal_1:4900001838:2,0,0,0,,,98,1,502,1,0,0,1,1
normal_1:4900001838:3,0,0,0,,,170,2,767,2,0,0,0,0
normal_1:4900001838:4,0,0,0,,,99,2,503,3,0,0,1,1
normal_1:4900001838:5,0,0,0,,,170,2,768,4,1,1,0,0
normal_1:4900001838:6,0,0,0,,,99,2,504,5,1,1,1,1
normal_1:4900001838:7,0,0,0,,,170,2,769,6,0,0,0,0
normal_1:4900001838:8,0,0,0,,,99,2,505,7,0,0,1,1
normal_1:4900001838:9,0,0,0,,,170,2,770,8,0,0,0,0
normal_1:4900001838:10,0,0,0,,,99,2,506,9,0,0,1,1
normal_1:4900001839:1,0,0,0,,,1740,0,3530,0,0,0,0,0
normal_1:4900001839:2,0,0,0,,,1641,1,3430,1,0,0,1,1
normal_1:4900001839:3,0,0,0,,,1741,2,3531,2,0,0,0,0
normal_1:4900001839:4,0,0,0,,,1642,2,3431,3,0,0,1,1
normal_1:4900001839:5,0,0,0,,,1741,2,3532,4,1,1,0,0
normal_1:4900001839:6,0,0,0,,,1642,2,3432,5,2,2,1,1
normal_1:90002521:1,0,0,0,,,3858,0,4494,0,0,0,0,0
normal_1:90002521:2,0,0,0,,,2520,1,3427,1,1,1,0,0
normal_1:90002521:3,0,0,0,,,2521,2,3428,2,5,5,0,0
normal_1:90002521:4,0,0,0,,,2521,2,3429,3,1,1,0,0
normal_1:4900001840:1,0,0,0,,,1741,0,3533,0,0,0,0,0
normal_1:4900001840:2,0,0,0,,,1642,1,3433,1,0,0,1,1
normal_1:4900001840:3,0,0,0,,,1742,2,3534,2,0,0,0,0
normal_1:4900001840:4,0,0,0,,,1643,2,3434,3,0,0,1,1
normal_1:4900001840:5,0,0,0,,,1742,2,3535,4,0,0,0,0
normal_1:4900001840:6,0,0,0,,,1643,2,3435,5,0,0,1,1
normal_1:4900001840:7,0,0,0,,,1742,2,3536,6,0,0,0,0
normal_1:4900001840:8,0,0,0,,,1643,2,3436,7,0,0,1,1
normal_1:90002522:1,0,0,0,,,3859,0,4495,0,0,0,0,0
normal_1:90002522:2,0,0,0,,,2521,1,3430,1,3,3,0,0
normal_1:90002522:3,0,0,0,,,2522,2,3431,2,7,7,0,0
normal_1:4900001841:1,0,0,0,,,1742,0,3537,0,2,2,0,0
normal_1:4900001841:2,0,0,0,,,1643,1,3437,1,2,2,1,1
normal_1:4900001841:3,0,0,0,,,1743,2,3538,2,0,0,0,0
normal_1:4900001841:4,0,0,0,,,1644,2,3438,3,0,0,1,1
normal_1:4900001841:5,0,0,0,,,1743,2,3539,4,1,1,0,0
normal_1:4900001841:6,0,0,0,,,1644,2,3439,5,1,1,1,1
normal_1:4900001841:7,0,0,0,,,1743,2,3540,6,0,0,0,0
normal_1:4900001841:8,0,0,0,,,1644,2,3440,7,0,0,1,1
normal_1:90002523:1,0,0,0,,,3860,0,4496,0,3,2,0,0
normal_1:90002523:2,0,0,0,,,2522,1,3432,1,3,3,1,1
normal_1:90002524:1,0,0,0,,,3861,0,4497,0,3,2,0,0
normal_1:90002524:2,0,0,0,,,2523,1,3433,1,0,0,1,1
normal_1:4900001842:1,0,0,0,,,1743,0,3541,0,0,0,0,0
normal_1:4900001842:2,0,0,0,,,1644,1,3441,1,0,0,1,1
normal_1:4900001842:3,0,0,0,,,1744,2,3542,2,1,1,0,0
normal_1:4900001842:4,0,0,0,,,1645,2,3442,3,1,1,1,1
normal_1:4900001842:5,0,0,0,,,1744,2,3543,4,1,1,0,0
normal_1:4900001842:6,0,0,0,,,1645,2,3443,5,1,1,1,1
normal_1:4900001842:7,0,0,0,,,1744,2,3544,6,0,0,0,0
normal_1:4900001842:8,0,0,0,,,1645,2,3444,7,0,0,1,1
normal_1:90002525:1,0,0,0,,,3862,0,4498,0,0,0,0,0
normal_1:90002525:2,0,0,0,,,2524,1,3434,1,1,1,0,0
normal_1:90002525:3,0,0,0,,,2525,2,3435,2,3,3,0,0
normal_1:90002526:1,0,0,0,,,3863,0,4499,0,0,0,0,0
normal_1:90002526:2,0,0,0,,,2525,1,3436,1,1,1,0,0
normal_1:90002526:3,0,0,0,,,2526,2,3437,2,2,2,0,0
normal_1:4900001843:1,0,0,0,,,1744,0,3545,0,1,1,0,0
normal_1:4900001843:2,0,0,0,,,1645,1,3445,1,1,1,1,1
normal_1:4900001843:3,0,0,0,,,1745,2,3546,2,0,0,0,0
normal_1:4900001843:4,0,0,0,,,1646,2,3446,3,0,0,1,1
normal_1:4900001843:5,0,0,0,,,1745,2,3547,4,0,0,0,0
normal_1:4900001843:6,0,0,0,,,1646,2,3447,5,0,0,1,1
normal_1:4900001843:7,0,0,0,,,1745,2,3548,6,1,1,2,2
normal_1:4900001843:8,0,0,0,,,1646,2,3448,7,1,1,3,2
normal_1:90002527:1,0,0,0,,,3864,0,4500,0,0,0,0,0
normal_1:90002527:2,0,0,0,,,2526,1,3438,1,0,0,1,1
normal_1:90002528:1,0,0,0,,,3865,0,4501,0,0,0,0,0
normal_1:90002528:2,0,0,0,,,2527,1,3439,1,1,1,0,0
normal_1:90002528:3,0,0,0,,,2528,2,3440,2,2,2,0,0
normal_1:90002529:1,0,0,0,,,3866,0,4502,0,1,1,0,0
normal_1:90002529:2,0,0,0,,,2528,1,3441,1,1,1,1,1
normal_1:4900001844:1,0,0,0,,,1745,0,3549,0,0,0,0,0
normal_1:4900001844:2,0,0,0,,,1646,1,3449,1,0,0,1,1
normal_1:4900001844:3,0,0,0,,,1746,2,3550,2,2,2,0,0
normal_1:4900001844:4,0,0,0,,,1647,2,3450,3,2,2,1,1
normal_1:4900001844:5,0,0,0,,,1746,2,3551,4,2,2,0,0
normal_1:4900001844:6,0,0,0,,,1647,2,3451,5,2,2,1,1
normal_1:90002530:1,0,0,0,,,3867,0,4503,0,0,0,0,0
normal_1:90002530:2,0,0,0,,,2529,1,3442,1,2,2,0,0
normal_1:90002530:3,0,0,0,,,2530,2,3443,2,0,0,0,0
normal_1:90002530:4,0,0,0,,,2530,2,3444,3,1,1,0,0
normal_1:90002530:5,0,0,0,,,2530,2,3445,4,1,1,1,1
normal_1:4900001845:1,0,0,0,,,1746,0,3552,0,0,0,0,0
normal_1:4900001845:2,0,0,0,,,1647,1,3452,1,0,0,1,1
normal_1:4900001845:3,0,0,0,,,1747,2,3553,2,0,0,0,0
normal_1:4900001845:4,0,0,0,,,1648,2,3453,3,0,0,1,1
normal_1:4900001845:5,0,0,0,,,1747,2,3554,4,0,0,0,0
normal_1:4900001845:6,0,0,0,,,1648,2,3454,5,0,0,1,1
normal_1:4900001845:7,0,0,0,,,1747,2,3555,6,0,0,0,0
normal_1:4900001845:8,0,0,0,,,1648,2,3455,7,0,0,1,1
normal_1:90002531:1,0,0,0,,,3868,0,4504,0,1,1,0,0
normal_1:90002531:2,0,0,0,,,2530,1,3446,1,4,4,1,1
normal_1:90002532:1,0,0,0,,,3869,0,4505,0,0,0,0,0
normal_1:90002532:2,0,0,0,,,2531,1,3447,1,1,1,1,1
normal_1:90002533:1,0,0,0,,,3870,0,4506,0,0,0,0,0
normal_1:90002533:2,0,0,0,,,2532,1,3448,1,2,2,1,1
normal_1:4900001846:1,0,0,0,,,1747,0,3556,0,1,1,0,0
normal_1:4900001846:2,0,0,0,,,1648,1,3456,1,1,1,1,1
normal_1:4900001846:3,0,0,0,,,1748,2,3557,2,0,0,0,0
normal_1:4900001846:4,0,0,0,,,1649,2,3457,3,0,0,1,1
normal_1:4900001846:5,0,0,0,,,1748,2,3558,4,0,0,0,0
normal_1:4900001846:6,0,0,0,,,1649,2,3458,5,0,0,1,1
normal_1:90002534:1,0,0,0,,,3871,0,4507,0,3,3,0,0
normal_1:90002534:2,0,0,0,,,2533,1,3449,1,2,2,1,1
normal_1:90002535:1,0,0,0,,,3872,0,4508,0,1,1,0,0
normal_1:90002535:2,0,0,0,,,2534,1,3450,1,1,1,0,0
normal_1:90002535:3,0,0,0,,,2535,2,3451,2,2,2,0,0
normal_1:90002536:1,0,0,0,,,3873,0,4509,0,0,0,0,0
normal_1:90002536:2,0,0,0,,,2535,1,3452,1,2,2,1,1
normal_1:4900001847:1,0,0,0,,,1748,0,3559,0,2,1,0,0
